entry,attribution
DO,Shak
DO,Lytton
DO,Emerson
DO,Shak
DO,Paley
DO,Thackeray
DO,Latimer
DO,Milton
DO,Macaulay
DO,Macaulay
DO,Jobson
DO,Longfellow
DO,Thackeray
DO,Scott
DO,Selden
DOAB,Cyc
DOABLE,Carlyle
DO-ALL,Fuller
DOBBIN,Shak
DOCIBILITY; DOCIBLENESS,Boyle
DOCIBILITY; DOCIBLENESS,Walton
DOCIBLE,Milton
DOCILE,Smith
DOCILITY,Beattie
DOCK,Grew
DOCK,Chaucer
DOCKET,Chesterfield
DOCTOR,Bacon
DOCTOR,Shak
DOCTOR,Eliot
DOCTORAL,Wood
DOCTORATE,Fuller
DOCTRINAIRE,Cyc
DOCTRINAL,Hooker
DOCTRINAL,Goodwin
DOCTRINAL,Elyot
DOCTRINARIAN,Newman
DOCTRINE,Watts
DOCTRINE,Hooker
DOCTRINE,Goldsmith
DOCUMENT,Watts
DOCUMENT,Paley
DOCUMENT,Dryden
DOCUMENTAL,More
DODDED,Halliwell
DODGE,Milton
DODGE,Milton
DODGE,Goodrich
DODGE,Thackeray
DODGER,Smart
DODKIN,Shelton
DOE,Hudibras
DOER,Burrill
DOFF,Shak
DOFF,Crashaw
DOFFER,Ure
DOG,Pope
DOG,Burroughs
DOG,South
DOG BEE,Halliwell
DOGBERRY,Prior
DOGDRAW,Cowell
DOG-EARED,Mansfield
DOGEATE,Wright
DOGELESS,Byron
DOG-FOX,Scott
DOGGED,Scott
DOGGEREL,Chaucer
DOGGEREL,Addison
DOGGEREL,Macaulay
DOG-HEARTED,Shak
DOGHOLE,Dryden
DOGMA,Whewell
DOGMATIC; DOGMATICAL,Spectator
DOGMATISM,Scott
DOGMATIST,Glanvill
DOGMATIZE,Blackmore
DOG'S-EAR,Gray
DOG'S-EAR,Cowper
DOGSLEEP,Addison
DOGWATCH,Totten
DOG-WEARY,Shak
DOILY,Congreve
DOING,Barrow
DOLCINO; DULCINO,Simmonds
DOLE,Tennyson
DOLE,Cleveland
DOLE,Dryden
DOLE,Keble
DOLE,Halliwell
DOLE,De Quincey
DOLEFUL,South
DOLEFUL,Milton
DO-LITTLE,Richardson
DOLOR,Spenser
DOLORIFEROUS,Whitaker
DOLORIFIC; DOLORIFICAL,Arbuthnot
DOLOROUS,More
DOLPHIN,Dana
DOLPHIN,Encyc
DOLT,Drayton
DOMAIN,Everett
DOMAIN,Shairp
DOMAIN,Shenstone
DOMAL,Addison
DOME,Pope
DOME,Cyc
DOME,Dana
DOMEBOOK,Burrill
DOMESTIC,Macaulay
DOMESTIC,Shak
DOMESTIC,Knox
DOMESTICAL,Sidney
DOMESTICANT,Dering
DOMETT,Blakely
DOMICILE,Wharton
DOMICILE,Kent
DOMICILIARY,Motley
DOMICILIATE,Pownall
DOMICULTURE,Park
DOMINA,Burrill
DOMINANT,Macaulay
DOMINATE,Tooke
DOMINATE,Hallam
DOMINATION,Burke
DOMINATION,Milton
DOMINATIVE,Sandys
DOMINEER,Shak
DOMINEER,Prior
DOMINEERING,Mag
DOMINICAL,Howell
DOMINICAL,Fuller
DOMINIE,Scott
DOMINION,Dryden
DOMINION,Milton
DOMINO,Kersey
DOMINUS,Cowell
DOMITABLE,Hale
DON,Oliphant
DON,Shak
DONATION,South
DONATION,Shak
DONET,Piers Plowman
DONNEE,Henley
DONOR,Kent
DONOR,Spelman
DONSHIP,Hudibras
DOOLY,Hooker
DOOM,Green
DOOM,Shak
DOOM,Pope
DOOM,Dryden
DOOM,Shak
DOOM,Fairfax
DOOM,Dryden
DOOM,Pickering
DOOM,Macaulay
DOOMSDAY,Chaucer
DOOR,Denham
DOOR,Spenser
DOOR,Arbuthnot
DOOR,Locke
DOOR,Dryden
DOORING,Milton
DOORSTEAD,Warburton
DOP,Jonson
DOPPER,Jonson
DOR,Fletcher
DORIAN,Grove
DORMANT,Burke
DORMANT,Soc
DORMITIVE,Clarke
DORMITORY,Thackeray
DORMITORY,Evelyn
DORNICK; DORNOCK,Jamieson
DORSE,Wood
DOSE,Irving
DOSE,South
DOSS HOUSE,Besant
DOTAGE,Macaulay
DOTAGE,Milton
DOTAGE,Burnet
DOTAL,Garth
DOTARD,Prior
DOTARDLY,More
DOTATION,Blackstone
DOTE,Wyatt
DOTE,Jonson
DOTE,Chaucer
DOTE,Dryden
DOTE,South
DOTE,Shak
DOTE,Pope
DOTE,Halliwell
DOTED,Spenser
DOTER,Burton
DOTER,Shak
DOTISH,Scott
DOTTEREL,Bacon
DOTTEREL,Barrow
DOUBLE,Dryden
DOUBLE,Wordsworth
DOUBLE,Stephen
DOUBLE,Swift
DOUBLE,Shak
DOUBLE,Prior
DOUBLE,Tennyson
DOUBLE,Dryden
DOUBLE,Burnet
DOUBLE,Dryden
DOUBLE,Wordsworth
DOUBLE,Marston
DOUBLE,Addison
DOUBLE,Atlantic Monthly
DOUBLE,Shipley
DOUBLE-CHARGE,Shak
DOUBLE-DYE,Webster
DOUBLE-ENDER,Knight
DOUBLE-FACED,Milton
DOUBLE FIRST,Beaconsfield
DOUBLEGANGER,Kingsley
DOUBLE-HANDED,Glanvill
DOUBLEHEARTED,Sandys
DOUBLE-LOCK,Tatler
DOUBLENESS,Chaucer
DOUBLE-SHADE,Milton
DOUBLET,Wollaston
DOUBLET,Halliwell
DOUBLE-TONGUE,Chaucer
DOUBLING,Dryden
DOUBLY,Dryden
DOUBT,Hooker
DOUBT,Dryden
DOUBT,Tennyson
DOUBT,Dryden
DOUBT,Shak
DOUBT,Abbott
DOUBT,Shak
DOUBT,Spenser
DOUBT,Wharton
DOUBT,Spenser
DOUBT,Blackmore
DOUBTFUL,Milton
DOUBTFUL,Shak
DOUBTFUL,Milton
DOUBTFUL,Macaulay
DOUBTFUL,Shak
DOUBTFULLY,Dryden
DOUBTFULNESS,Bacon
DOUBTLESS,Shak
DOUCE,Scott
DOUCEPERE,Spenser
DOUCEUR,Chesterfield
DOUCEUR,Burke
DOUGH-KNEADED,Milton
DOUGHTY,Chaucer
DOUGHTY,Motley
DOUR,Reade
DOUSE,Hudibras
DOUSING-CHOCK,Nav
DOVELET,Booth
DOVELIKE,Longfellow
DOVESHIP,Hall
DOWABLE,Blackstone
DOWAGER,Burrill
DOWAGER,Tennyson
DOWAGERISM,Thackeray
DOWDY,Dryden
DOWER,Davies
DOWER,Wordsworth
DOWER,Dryden
DOWER,Blackstone
DOWERED,Shak
DOWERLESS,Shak
DOWLAS,Shak
DOWLE,Shak
DOWLE,De Quincey
DOWN,Dryden
DOWN,Tennyson
DOWN,Ray
DOWN,Tennyson
DOWN,Sandys
DOWN,Arnold
DOWN,Shak
DOWN,Tennyson
DOWN,Tennyson
DOWN,Addison
DOWN,Shak
DOWN,Shak
DOWN,Shak
DOWN,Bunyan
DOWN,Shak
DOWN,Locke
DOWN,Stormonth
DOWN,Shak
DOWN,Sidney
DOWN,Locke
DOWNCAST,Dryden
DOWNCOME,Milton
DOWNFALL,Holland
DOWNFALL,Dryden
DOWNFALL,Motley
DOWNFALLEN,Carew
DOWNRIGHT,Shak
DOWNRIGHT,Arbuthnot
DOWNRIGHT,Scott
DOWNRIGHT,South
DOWNRIGHT,Prescott
DOWNTROD; DOWNTRODDEN,Shak
DOWNWARD; DOWNWARDS,Drayton
DOWNWARD; DOWNWARDS,Milton
DOWNWARD; DOWNWARDS,Shak
DOWNWARD,Sidney
DOWNWEIGH,Longfellow
DOWNY,Bacon
DOWNY,Young
DOWRESS,Bouvier
DOWRY,Dryden
DOWSE,Cyc
DOWSER,Cyc
DOXOLOGICAL,Howell
DOXY,Shak
DOZE,Pepys
DOZE,South
DOZE,Tennyson
DRAB,King
DRAB,Shak
DRABBER,Massinger
DRABBLE,Halliwell
DRABBLE-TAIL,Halliwell
DRACONTINE,Southey
DRADGE,Raymond
DRAFF,Shak
DRAFF,Buckle
DRAFF,Tennyson
DRAFF,Goodrich
DRAFF,Marshall
DRAFF,Hamilton
DRAFFISH,Bale
DRAFT,Holwell
DRAFT,Fielding
DRAG,Denham
DRAG,Pope
DRAG,Tennyson
DRAG,Dryden
DRAG,Byron
DRAG,Gay
DRAG,Russell
DRAG,Forbes
DRAGGLE,Gray
DRAGGLE,Trench
DRAGGLE,Hudibras
DRAGGLE-TAILED,Irving
DRAGMAN,Hale
DRAGON,Fairholt
DRAGON,Johnson
DRAGON,Brit
DRAGONET,Spenser
DRAGONISH,Shak
DRAGONLIKE,Shak
DRAGONNADE,Kingsley
DRAGOON,Price
DRAGOON,Macaulay
DRAIN,Bacon
DRAIN,Motley
DRAIN,Roscommon
DRAIN,Bacon
DRAIN,Kent
DRAINAGE,Latham
DRAKE,Walton
DRAKE,Walton
DRAKE,Clarendon
DRAKE,Prior
DRAM,Milton
DRAM,Shak
DRAM,Thackeray
DRAMA,Milton
DRAMA,Berkeley
DRAMA,Sharp
DRAMA,Symonds
DRAMATIZE,Motley
DRAMATURGIST,Carlyle
DRAPE,De Quincey
DRAPE,Bungay
DRAPE,Temple
DRAPERY,Bryant
DRAPERY,Burke
DRAPERY,Fairholt
DRAUGHT,Temple
DRAUGHT,Spenser
DRAUGHT,Hale
DRAUGHT,Spenser
DRAUGHT,Dryden
DRAUGHT,Sterne
DRAUGHT,Goldsmith
DRAUGHT,Macaulay
DRAUGHT,Thackeray
DRAUGHT,Dickens
DRAUGHT,Blackstone
DRAUGHT,Addison
DRAUGHT,Scott
DRAUGHTS,Cyc
DRAW,Spenser
DRAW,Scott
DRAW,Atterbury
DRAW,Shak
DRAW,Dryden
DRAW,Wiseman
DRAW,Cheyne
DRAW,Shak
DRAW,Burke
DRAW,Wiseman
DRAW,King
DRAW,Dryden
DRAW,Green
DRAW,Goldsmith
DRAW,Shak
DRAW,Shak
DRAW,Shak
DRAW,Addison
DRAW,Addison
DRAW,Shak
DRAW,Jay
DRAWBACK,Hallam
DRAWBORE,Weale
DRAWCANSIR,Addison
DRAWER,Shak
DRAWGLOVES,Herrick
DRAWING-ROOM,Macaulay
DRAWL,Landor
DRAWLING,Bacon
DRAWN,Shak
DRAY,Cowper
DRAY,Addison
DREAD,Macaulay
DREAD,Tillotson
DREAD,Shak
DREAD,Shak
DREAD,Young
DREADFUL,Wordsworth
DREADFULLY,Dryden
DREADINGLY,Warner
DREAM,Dryden
DREAM,Byron
DREAM,Pope
DREAM,Shairp
DREAM,Keble
DREAM,Dryden
DREAM,Cowper
DREAMILY,Longfellow
DREAMLAND,Lowell
DREAMLESS,Camden
DREARISOME,Halliwell
DREARY,Keble
DREARY,Macaulay
DRECCHE,Chaucer
DREDGE,Raymond
DREDGE,Beau
DREDGE,Farrow
DREG,Icel
DREG,Dryden
DREGGISH,Harvey
DREGGY,Boyle
DRENCH,Dryden
DRENCH,Shak
DRENCHE,Chaucer
DRESS,Chaucer
DRESS,Dryden
DRESS,Carlyle
DRESS,Shak
DRESS,Shak
DRESS,Nav
DRESS,Pope
DRESSER,Longfellow
DRESSY,Hook
DRESSY,Irving
DRIB,Dryden
DRIB,Dryden
DRIB,Sidney
DRIBBLE,Swift
DRIBBLET; DRIBLET,Burke
DRIE,Chaucer
DRIFT,South
DRIFT,Addison
DRIFT,Scott
DRIFT,Pope
DRIFT,Kane
DRIFT,Fuller
DRIFT,Burrill
DRIFT,Coleridge
DRIFT,Newman
DRIFTWAY,Burrill
DRIFTWEED,Darwin
DRILL,Macaulay
DRILL,Addison
DRILL,Swift
DRILL,Sandys
DRILLSTOCK,Knight
DRILY,Thackeray
DRINK,Keble
DRINK,Thackeray
DRINK,Shak
DRINK,Spenser
DRINK,Dryden
DRINK,Shak
DRINK,Pope
DRINK,Shak
DRINK,Shairp
DRINK,Shak
DRINKABLE,Macaulay
DRINKABLE,Steele
DRINKLESS,Chaucer
DRIP,Tennyson
DRIP,Swift
DRIP,Byron
DRIVE,Pope
DRIVE,Pope
DRIVE,Sidney
DRIVE,Collier
DRIVE,Dryden
DRIVE,Dryden
DRIVE,Prescott
DRIVE,Byron
DRIVE,Thackeray
DRIVE,South
DRIVE,Arnold
DRIVEL,Dryden
DRIVEL,Sidney
DRIZZLE,Halliwell
DROFLAND; DRYFLAND,Cowell
DROGHER,Encyc
DROLL,Prior
DROLL,Howells
DROLLERY,Evelyn
DROLLISH,Sterne
DROMOND; DROMON,Morris
DRONE,Dryden
DRONE,Burton
DRONE,Longfellow
DRONE,Gray
DRONISH,Burke
DROOL,Parker
DROOP,Swift
DROOP,Addison
DROOP,Arnold
DROOP,Shak
DROP,Milton
DROP,Shak
DROP,Keble
DROP,Encyc
DROP,Mollett
DROP,Sterne
DROP,Sharp
DROP,Thackeray
DROP,Scott
DROP,Tennyson
DROP,Milton
DROP,Spenser
DROP,Bryant
DROP,Digby
DROP,Pope
DROP,Steele
DROP,Spectator
DROPLET,Shak
DROPMEAL; DROPMELE,Holland
DROPSIED,Shak
DROPSY,Dunglison
DROPT,Eliot
DROPWISE,Tennyson
DROSERA,Gray
DROSS,Spenser
DROSS,Lowell
DROSSLESS,Stevens
DROUGHT,Chaucer
DROUGHT,Dryden
DROUGHT,Johnson
DROUGHTY,Ray
DROUGHTY,Philips
DROUTH,Sandys
DROUTH,Bacon
DROUTH,Milton
DROUTH,Tennyson
DROVE,Milton
DROVE,Dryden
DROWN,Shak
DROWN,Davies
DROWN,Addison
DROWSE,Lowell
DROWSE,Milton
DROWSE,Browning
DROWSIHEAD,Thomson
DROWSINESS,Milton
DROWSY,Shak
DROWSY,Lowell
DROWSY,Tennyson
DROWTH,Bacon
DRUB,Addison
DRUBBER,Scott
DRUDGE,Macaulay
DRUDGE,Otway
DRUDGE,Milton
DRUDGERY,Macaulay
DRUDGERY,Locke
DRUG,Milton
DRUG,Dryden
DRUG,Jonson
DRUG,Also Fig
DRUG,Kingsley
DRUG,Tennyson
DRUG,Byron
DRUM,Gascoigne
DRUM,Smollett
DRUM,Irving
DRUMBEAT,Webster
DRUNK,Macaulay
DRUNKEN,Bacon
DRUNKEN,Shak
DRUNKEN,Swift
DRUNKENNESS,Watts
DRUNKENNESS,South
DRUSE,Cyc
DRUXEY; DRUXY,Weale
DRY,Addison
DRY,Prescott
DRY,Irving
DRY,Bacon
DRY,Shairp
DRY,Bouvier
DRY,Hebert
DRY,Woodward
DRY-BEAT,Shak
DRYER,Temple
DRYNURSE,Hudibras
DRY-RUB,Dodsley
DUAL,Tyndall
DUALISM,Emerson
DUALIST,Fuller
DUB,Pope
DUB,Halliwell
DUB,Tomlinson
DUBBING,Davy
DUBIETY,Scott
DUBIOSITY,Browne
DUBIOUS,Scott
DUBIOUS,Thackeray
DUBIOUS,Doubtful
DUBITABLE,More
DUBITATE,Carlyle
DUBITATION,Scott
DUBITATIVE,Eliot
DUCAL,Motley
DUCK,Shak
DUCK,Fielding
DUCK,Swift
DUCK,Dryden
DUCK,Shak
DUCK,Milton
DUCKING,Chambers
DUCK-LEGGED,Dryden
DUCKLING,Gay
DUCTILE,Addison
DUCTILE,Philips
DUCTILE,Dryden
DUCTILITY,South
DUCTOR,Browne
DUCTOR,Knight
DUDDER,Jennings
DUDDER,Ford
DUDGEON,Shak
DUDGEON,Hudibras
DUDGEON,Scott
DUE,Shak
DUE,Gray
DUE,Forbes
DUE,Shak
DUE,Tennyson
DUE,Milton
DUEBILL,Burrill
DUELIST,Hume
DUENNA,Brande
DUFFEL,Wordsworth
DUG,Shak
DUGOUT,Cable
DUKE,Elyot
DUKE,Trench
DUKE,Shak
DUKEDOM,Shak
DUKELING,Ford
DUKESHIP,Massinger
DULCET,Milton
DULCET,Spenser
DULCIFICATION,Boyle
DULCIFY,Hawthorne
DULCINEA,Sterne
DULEDGE,Wilhelm
DULL,Shak
DULL,Spenser
DULL,Longfellow
DULL,Keble
DULL,Shak
DULL,Shak
DULL,Trench
DULL,Hooker
DULLARD,Shak
DULLARD,Hall
DULL-BRAINED,Shak
DULL-EYED,Shak
DULLHEAD,Ascham
DULLISH,Wilson
DULLNESS,Pope
DULLY,Lyttelton
DULSE,Percival
DUMB,Hooker
DUMB,Shak
DUMB,Shairp
DUMB,De Foe
DUMB,Halliwell
DUMMY,Smith
DUMP,Hudibras
DUMP,Shak
DUMP,Bunyan
DUMP,Locke
DUMPLE,Scott
DUN,Arbuthnot
DUN,Pierpont
DUN,Keble
DUNCE,Swift
DUNCICAL,Fuller
DUNCIFY,Warburton
DUNDER,Edwards
DUNE,Motley
DUNG,Bacon
DUNG,Dryden
DUNG,Swift
DUNGEON,Tyndale
DUNGEON,Macaulay
DUNGEON,Hall
DUNGY,Shak
DUNNISH,Ray
DUNNY,Scott
DUNTED,Fuller
DUODECUPLE,Arbuthnot
DUOLITERAL,Stuart
DUOMO,Tennyson
DUPE,Coleridge
DUPLICATE,Temple
DUPLICATE,Burrill
DUPLICATE,Glanvill
DUPLICATION,Carpenter
DUPLICITY,Watts
DUPLICITY,Burke
DUPLICITY,Blackstone
DUPLICITY,Wharton
DURABILITY,Blair
DURABLENESS,Addison
DURANCE,Pope
DURANCE,Webster
DURANCY,More
DURATION,Webster
DURE,Russell
DURE,Raleigh
DURELESS,Raleigh
DURESS,Burke
DURITY,Browne
DURITY,Cockeram
DUSK,Milton
DUSK,Dryden
DUSK,Holland
DUSKEN,Nicolls
DUSKILY,Byron
DUSKNESS,Elyot
DUSKY,Keble
DUSKY,Bacon
DUSKY,Dryden
DUSKY,Hawthorne
DUSKY,Bentley
DUSKY,Sidney
DUST,Byron
DUST,Tennyson
DUST,Shak
DUSTMAN,Gay
DUTCH,Weale
DUTEOUS,Shak
DUTIABLE,Hawthorne
DUTIED,Ames
DUTY,Tyndale
DUTY,Keble
DUTY,Hallam
DUTY,Shak
DWALE,Chaucer
DWANG,Knight
DWARF,Gwilt
DWARF,Addison
DWARF,Beaconsfield
DWELL,Shak
DWELL,Wordsworth
DWELL,Peacham
DWELL,Smith
DWELL,Buckminster
DWELLING,Milton
DWELLING,Tennyson
DWINDLE,Swift
DWINDLE,Thomson
DYE,Trench
DYE,Lubbock
DYE,Hawthorne
DYE,Spenser
DYNAM,Whewell
DYNAMIC; DYNAMICAL,Martineau
DYNAMIC; DYNAMICAL,Peile
DYNAMIC; DYNAMICAL,Prof
DYNAMICALLY,Peile
DYNAMITING,The Century
DYNASTIC,Motley
DYNASTY,Johnson
DYSCRASY,Taylor
DYSGENESIC,Darwin
DYSLOGISTIC,Stephen
DYSLOGISTIC,Hall
DYSNOMY,Cockeram
DYSPEPSIA; DYSPEPSY,Dunglison
DYSPEPTONE,Meissner
EACH,Macaulay
EACH,Milton
EACH,Shak
EACH,Gilpin
EACH,Shak
EACH,Milton
EACH,Sterne
EACH,Hall
EACHWHERE,Spenser
EAGER,Shak
EAGER,Keble
EAGER,Hawthorne
EAGER,Shak
EAGER,Locke
EAGLE,Tennyson
EAGLE-SIGHTED,Shak
EAGLE-WINGED,Shak
EANLING,Shak
EAR,Tennyson
EAR,Bacon
EAR,Shak
EARINESS,De Quincey
EARLESS,Pope
EARLY,Tennyson
EARLY,Burke
EARLY,Hawthorne
EARLY,Keble
EARLY,Longfellow
EARMARK,Wharton
EARMARK,Burrow
EARN,Scott
EARN,Milton
EARN,Shak
EARN,Burke
EARN,Spenser
EARNEST,Shak
EARNEST,Shak
EARNEST,Hooker
EARNEST,Shak
EARNEST,Kent
EARNESTNESS,Irving
EARNFUL,Fletcher
EARNING,Burke
EARREACH,Marston
EARSHOT,Dryden
EARTH,Rogers
EARTH,Milton
EARTH,Shak
EARTH,Shak
EARTH,Shak
EARTH,Keble
EARTH,Macaulay
EARTH,Holland
EARTH,Herschel
EARTH,Young
EARTH,Blair
EARTH,Tickell
EARTH,Tusser
EARTHBORN,Milton
EARTHBORN,Goldsmith
EARTHDRAKE,Spalding
EARTHLING,Drummond
EARTHLY,Milton
EARTHQUAKE,Byron
EARTHWORM,Norris
EARTHY,Tennyson
EARTHY,Dryden
EARWIG,Johnson
EARWITNESS,Fuller
EASE,Chaucer
EASE,Herbert
EASE,Swift
EASE,Pope
EASE,Dryden
EASE,Milton
EASE,Dryden
EASE,Encyc
EASEFUL,Shak
EASELESS,Donne
EASEMENT,Burke
EASEMENT,Kent
EASILY,Temple
EASILY,Prior
EASINESS,South
EASINESS,Roscommon
EAST,Everett
EAST,Milton
EASTER,Russell
EASTERLING,Holinshed
EASTERN,Stirling
EASY,Shak
EASY,Dryden
EASY,Scott
EAT,Milton
EAT,Tennyson
EAT,Thackeray
EAU DE VIE,Bescherelle
EAVES,Tennyson
EAVESDROP,Milton
EAVESDROPPING,Wharton
EBB,Dryden
EBB,Hadley
EBB,Pope
EBB,Blackmore
EBB,Holland
EBON,Young
EBON,Scott
EBONY,Poe
EBULLIENCE; EBULLIENCY,Cudworth
EBULLIENT,Carlyle
EBURIN,Knight
EBURNINE,Scott
ECCENTRIC,Bacon
ECCENTRIC,Savage
ECCENTRIC,Hutton
ECCENTRICALLY,Lew Wallace
ECCLESIAST,Chaucer
ECCLESIASTIC,Prescott
ECCLESIASTICAL,Cowper
ECHO,Shak
ECHO,Pope
ECHO,Fuller
ECHO,Milton
ECHO,Echoing
ECHO,Dryden
ECHO,Keble
ECHOMETER,Rousseau
ECHOSCOPE,Knight
ECLAT,Prescott
ECLEGM,John Quincy
ECLIPSE,Milton
ECLIPSE,Raleigh
ECLIPSE,Shelley
ECLIPSE,Shak
ECLIPSE,Milton
ECONOMIC; ECONOMICAL,Davies
ECONOMIC; ECONOMICAL,Harte
ECONOMIC; ECONOMICAL,Shairp
ECONOMIC; ECONOMICAL,Palfrey
ECONOMIC; ECONOMICAL,Baird
ECONOMIC; ECONOMICAL,Grew
ECONOMICS,Knox
ECONOMIZE,Irving
ECONOMY,Froude
ECONOMY,Earle
ECONOMY,Jonson
ECONOMY,Paley
ECONOMY,Swift
ECONOMY,Golding
ECPHONEME,Brown
ECPHONESIS,Gibbs
ECPHRACTIC,Harvey
ECSTASY,Dryden
ECSTASY,Shak
ECSTASY,Marlowe
ECSTASY,Mayne
ECSTASY,Taylor
ECSTATIC,Hammond
ECSTATICAL,Stillingfleet
ECTAL,Wilder
ECTHYMA,Dunglison
ECTOBLAST,Agassiz
EDACIOUS,Carlyle
EDACITY,Bacon
EDDY,Dryden
EDDY,Addison
EDDY,Dryden
EDDY,Wordsworth
EDDY,Thomson
EDGE,Shak
EDGE,Shak
EDGE,Milton
EDGE,Scott
EDGE,Scott
EDGE,Taylor
EDGE,Knight
EDGE,Dryden
EDGE,Pope
EDGE,Locke
EDGE,Dryden
EDGELONG,Jonson
EDGESHOT,Knight
EDGEWAYS; EDGEWISE,Scott
EDGING,Dryden
EDICT,Shak
EDIFICATION,Hall
EDIFICATION,Addison
EDIFICATORY,Hall
EDIFY,Spenser
EDIFY,Gibbon
EDILESHIP,Arnold
EDIT,Enfield
EDITUATE,Gregory
EDUCABLE,Arnold
EDUCATION,Spenser
EDUCATIONAL,Newman
EDUCE,Pope
EDUCE,Arnold
EDUCT,Hamilton
EDUCTOR,Darwin
EDULCORATE,Evelyn
EDULIOUS,Browne
EEN,Spenser
EERIE; EERY,Tennyson
EERIE; EERY,Burns
EET,Chaucer
EFFABLE,Barrow
EFFECT,Shak
EFFECT,Shak
EFFECT,Shairp
EFFECT,Irving
EFFECT,Denham
EFFECT,Shak
EFFECT,Cowper
EFFECT,Milton
EFFECT,Daniel
EFFECT,Hurd
EFFECTIBLE,Browne
EFFECTION,Hale
EFFECTIVE,Taylor
EFFECTIVE,Taylor
EFFECTIVE,Simmonds
EFFECTLESS,Shak
EFFECTOR,Derham
EFFECTUAL,Shak
EFFECTUAL,Macaulay
EFFECTUAL,Smith
EFFECTUATE,Sidney
EFFECTUATE,Curtis
EFFECTUOSE; EFFECTUOUS,Jonson
EFFEMINACY,Milton
EFFEMINATE,Bacon
EFFEMINATE,Hurd
EFFEMINATE,Shak
EFFEMINATE,Locke
EFFEMINATENESS,Fuller
EFFETE,Burke
EFFICACITY,Fryth
EFFICIENCE; EFFICIENCY,Hooker
EFFICIENCE; EFFICIENCY,Rankine
EFFICIENT,Wilson
EFFICIENT,Hooker
EFFIGIATE,Jer
EFFIGIATION,Fuller
EFFIGIES,Dryden
EFFLATE,Herbert
EFFLATION,Parnell
EFFLORESCE,Carlyle
EFFLUENCE,Hawthorne
EFFLUENT,Parnell
EFFLUX,Taylor
EFFLUX,Thomson
EFFLUXION,Bacon
EFFORM,Taylor
EFFORT,Pope
EFFORTLESS,Southey
EFFRONT,Browne
EFFRONTERY,Bancroft
EFFRONTIT,Taylor
EFFRONTUOUSLY,North
EFFULGE,Thomson
EFFULGENCE,Milton
EFFULGENCE,Beattie
EFFUME,Jonson
EFFUND,More
EFFUSE,Barrow
EFFUSE,Loudon
EFFUSE,Milton
EFFUSE,Thomson
EFFUSION,Dryden
EFFUSION,Byron
EFT,Spenser
EFTSOON; EFTSOONS,Chaucer
EFTSOON; EFTSOONS,Spenser
EGALITY,Tennyson
EGER; EGRE,Chaucer
EGESTION,Hale
EGG,Ogilvie
EGG,Piers Plowman
EGG,Warner
EGGHOT,Lamb
EGLANTINE,Prior
EGOMISM,Baxter
EGOTIZE,Cowper
EGREGIOUS,Hall
EGREGIOUS,Milton
EGRESS,Holland
EGRESSION,Jonson
EGRET,Cable
EGRIOT,Bacon
EGRITUDE,Elyot
EGYPTIZE,Fairbairn
EIDOLON,Scott
EIGNE,Blackstone
EISEL,More
EITHER,Shak
EITHER,Holmes
EITHER,Milton
EITHER,Latham
EJACULATE,Blackmore
EJACULATE,Scott
EJACULATION,Taylor
EJECT,Brooke
EJECTMENT,Wharton
EKALUMINIUM,Ekabor
EKASILICON,Ekkabor
EKE,Macaulay
EKE,Prior
EKE,Cowper
EKE,Geddes
ELABORATE,Waller
ELABORATE,Arbuthnot
ELAMPING,Fletcher
ELANCE,Prior
ELAPSE,Hoole
ELASTIC,Paley
ELASTIC,Rankine
ELATE,Fenton
ELATE,Pope
ELATE,Jackson
ELATE,Thomson
ELATE,Warburton
ELATION,Scott
ELBOW,Gwilt
ELBOW,Totten
ELBOW,Knight
ELBOWCHAIR,Addison
ELD,Chaucer
ELD,Spenser
ELD,Longfellow
ELDER,Keble
ELDER,Hoyle
ELDER,Schaff
ELDER,Shak
ELDERN,Marston
ELDERSHIP,Raleigh
ELDEST,Shak
ELDEST,Stillingfleet
ELDEST,Proctor
EL DORADO,Moore
ELECT,Shak
ELECTION,Adams
ELECTION,Bacon
ELECTION,Hall
ELECTIONEER,Macaulay
ELECTIVE,Bancroft
ELECTIVE,Dryden
ELECTOR,Burke
ELECTORATE,Arnold
ELECTORESS,Burnet
ELECTORIAL,Burke
ELECTRIC; ELECTRICAL,Thomson
ELECTRIFY,Macaulay
ELECTRIFY,Eliot
ELECTRIZE,Cyc
ELECTRO-CHEMICAL,Ure
ELECTROLYZE,Faraday
ELECTROTONIC,Faraday
ELECTRUM,Amber
ELEEMOSYNARY,South
ELEGANCE; ELEGANCY,Drayton
ELEGANCE; ELEGANCY,Johnson
ELEGANCE; ELEGANCY,Hawthorne
ELEGANCE; ELEGANCY,Spectator
ELEGANT,Prescott
ELEGIAC,Browning
ELEGIAST,Goldsmith
ELEGIST,Warton
ELEGIZE,Carlyle
ELEGY,Shak
ELEMENT,Milton
ELEMENT,Cheyne
ELEMENT,Baker
ELEMENT,Walton
ELEMENTARITY,Browne
ELENCHIZE,Jonson
ELEPHANT,Mantell
ELEVATE,Scott
ELEVATION,Wotton
ELEVATORY,Dunglison
ELEVEN,Lith
ELF,Shak
ELF,Brewer
ELF,Shak
ELFIN,Shenstone
ELFISH,Hawthorne
ELFLAND,Tennyson
ELICIT,Taylor
ELICITATION,Bramhall
ELIGIBLE,Burke
ELIMINATE,Young
ELIMINATE,Lowth
ELIQUATION,Ure
ELIXIR,South
ELIXIR,Addison
